Vernier Format 2
robotVelData.cmbl 11/14/2019 22:07:14 .
Data Set
X	Y1	W	Z2	Y2	Z1
x	y1	w	z2	y2	z1
					

 	 	36310	 	 	 
 	 	36320	 	 	 
 	 	36330	 	 	 
 	 	36340	 	 	 
 	 	36350	 	 	 
 	 	36360	 	 	 
 	 	36370	 	 	 
 	 	36380	 	 	 
 	 	36390	 	 	 
 	 	36400	 	 	 
 	 	36410	 	 	 
 	 	36420	 	 	 
 	 	36430	 	 	 
 	 	36440	 	 	 
 	 	36450	 	 	 
 	 	36460	 	 	 
 	 	36470	 	 	 
 	 	36480	 	 	 
 	 	36490	 	 	 
 	 	36500	 	 	 
 	 	36510	 	 	 
 	 	36520	 	 	 
 	 	36530	 	 	 
 	 	36540	 	 	 
 	 	36550	 	 	 
 	 	36560	 	 	 
 	 	36570	 	 	 
 	 	36580	 	 	 
 	 	36590	 	 	 
 	 	36600	 	 	 
 	 	36610	 	 	 
 	 	36620	 	 	 
 	 	36630	 	 	 
 	 	36640	 	 	 
 	 	36650	 	 	 
 	 	36660	 	 	 
 	 	36670	 	 	 
 	 	36680	 	 	 
 	 	36690	 	 	 
 	 	36700	 	 	 
 	 	36710	 	 	 
 	 	36720	 	 	 
 	 	36730	 	 	 
 	 	36740	 	 	 
 	 	36750	 	 	 
 	 	36760	 	 	 
 	 	36770	 	 	 
 	 	36780	 	 	 
 	 	36790	 	 	 
 	 	36800	 	 	 
 	 	36810	 	 	 
 	 	36820	 	 	 
 	 	36830	 	 	 
 	 	36840	 	 	 
 	 	36850	 	 	 
 	 	36860	 	 	 
 	 	36870	 	 	 
 	 	36880	 	 	 
 	 	36890	 	 	 
 	 	36900	 	 	 
 	 	36910	 	 	 
 	 	36920	 	 	 
 	 	36930	 	 	 
 	 	36940	 	 	 
 	 	36950	 	 	 
 	 	36960	 	 	 
 	 	36970	 	 	 
 	 	36980	 	 	 
 	 	36990	 	 	 
 	 	37000	 	 	 
 	 	37010	 	 	 
 	 	37020	 	 	 
 	 	37030	 	 	 
 	 	37040	 	 	 
 	 	37050	 	 	 
 	 	37060	 	 	 
 	 	37070	 	 	 
 	 	37080	 	 	 
 	 	37090	 	 	 
 	 	37100	 	 	 
 	 	37110	 	 	 
 	 	37120	 	 	 
 	 	37130	 	 	 
 	 	37140	 	 	 
 	 	37150	 	 	 
 	 	37160	 	 	 
 	 	37170	 	 	 
 	 	37180	 	 	 
 	 	37190	 	 	 
 	 	37200	 	 	 
 	 	37210	 	 	 
 	 	37220	 	 	 
 	 	37230	 	 	 
 	 	37240	 	 	 
 	 	37250	 	 	 
 	 	37260	 	 	 
 	 	37270	 	 	 
 	 	37280	 	 	 
 	 	37290	 	 	 
 	 	37300	 	 	 
 	 	37310	 	 	 
 	 	37320	 	 	 
 	 	37330	 	 	 
 	 	37340	 	 	 
 	 	37350	 	 	 
 	 	37360	 	 	 
 	 	37370	 	 	 
 	 	37380	 	 	 
 	 	37390	 	 	 
 	 	37400	 	 	 
 	 	37410	 	 	 
 	 	37420	 	 	 
 	 	37430	 	 	 
 	 	37440	 	 	 
 	 	37450	 	 	 
 	 	37460	 	 	 
 	 	37470	 	 	 
 	 	37480	 	 	 
 	 	37490	 	 	 
 	 	37500	 	 	 
 	 	37510	 	 	 
 	 	37520	 	 	 
 	 	37530	 	 	 
 	 	37540	 	 	 
 	 	37550	 	 	 
 	 	37560	 	 	 
 	 	37570	 	 	 
 	 	37580	 	 	 
 	 	37590	 	 	 
 	 	37600	 	 	 
 	 	37610	 	 	 
 	 	37620	 	 	 
 	 	37630	 	 	 
 	 	37640	 	 	 
 	 	37650	 	 	 
 	 	37660	 	 	 
 	 	37670	 	 	 
 	 	37680	 	 	 
 	 	37690	 	 	 
 	 	37700	 	 	 
 	 	37710	 	 	 
 	 	37720	 	 	 
 	 	37730	 	 	 
 	 	37740	 	 	 
 	 	37750	 	 	 
 	 	37760	 	 	 
 	 	37770	 	 	 
 	 	37780	 	 	 
 	 	37790	 	 	 
 	 	37800	 	 	 
 	 	37810	 	 	 
 	 	37820	 	 	 
 	 	37830	 	 	 
 	 	37840	 	 	 
 	 	37850	 	 	 
 	 	37860	 	 	 
 	 	37870	 	 	 
 	 	37880	 	 	 
 	 	37890	 	 	 
 	 	37900	 	 	 
 	 	37910	 	 	 
 	 	37920	 	 	 
 	 	37930	 	 	 
 	 	37940	 	 	 
 	 	37950	 	 	 
 	 	37960	 	 	 
 	 	37970	 	 	 
 	 	37980	 	 	 
 	 	37990	 	 	 
 	 	38000	 	 	 
 	 	38010	 	 	 
 	 	38020	 	 	 
 	 	38030	 	 	 
 	 	38040	 	 	 
 	 	38050	 	 	 
 	 	38060	 	 	 
 	 	38070	 	 	 
 	 	38080	 	 	 
 	 	38090	 	 	 
 	 	38100	 	 	 
 	 	38110	 	 	 
 	 	38120	 	 	 
 	 	38130	 	 	 
 	 	38140	 	 	 
 	 	38150	 	 	 
 	 	38160	 	 	 
 	 	38170	 	 	 
 	 	38180	 	 	 
 	 	38190	 	 	 
 	 	38200	 	 	 
 	 	38210	 	 	 
 	 	38220	 	 	 
 	 	38230	 	 	 
 	 	38240	 	 	 
 	 	38250	 	 	 
 	 	38260	 	 	 
 	 	38270	 	 	 
 	 	38280	 	 	 
 	 	38290	 	 	 
 	 	38300	 	 	 
 	 	38310	 	 	 
 	 	38320	 	 	 
 	 	38330	 	 	 
 	 	38340	 	 	 
 	 	38350	 	 	 
 	 	38360	 	 	 
 	 	38370	 	 	 
 	 	38380	 	 	 
 	 	38390	 	 	 
 	 	38400	 	 	 
 	 	38410	 	 	 
 	 	38420	 	 	 
 	 	38430	 	 	 
 	 	38440	 	 	 
 	 	38450	 	 	 
 	 	38460	 	 	 
 	 	38470	 	 	 
 	 	38480	 	 	 
 	 	38490	 	 	 
 	 	38500	 	 	 
 	 	38510	 	 	 
 	 	38520	 	 	 
 	 	38530	 	 	 
 	 	38540	 	 	 
 	 	38550	 	 	 
 	 	38560	 	 	 
 	 	38570	 	 	 
 	 	38580	 	 	 
 	 	38590	 	 	 
 	 	38600	 	 	 
 	 	38610	 	 	 
 	 	38620	 	 	 
 	 	38630	 	 	 
 	 	38640	 	 	 
 	 	38650	 	 	 
 	 	38660	 	 	 
 	 	38670	 	 	 
 	 	38680	 	 	 
 	 	38690	 	 	 
 	 	38700	 	 	 
 	 	38710	 	 	 
 	 	38720	 	 	 
 	 	38730	 	 	 
 	 	38740	 	 	 
 	 	38750	 	 	 
 	 	38760	 	 	 
 	 	38770	 	 	 
 	 	38780	 	 	 
 	 	38790	 	 	 
 	 	38800	 	 	 
 	 	38810	 	 	 
 	 	38820	 	 	 
 	 	38830	 	 	 
 	 	38840	 	 	 
 	 	38850	 	 	 
 	 	38860	 	 	 
 	 	38870	 	 	 
 	 	38880	 	 	 
 	 	38890	 	 	 
 	 	38900	 	 	 
 	 	38910	 	 	 
 	 	38920	 	 	 
 	 	38930	 	 	 
 	 	38940	 	 	 
 	 	38950	 	 	 
 	 	38960	 	 	 
 	 	38970	 	 	 
 	 	38980	 	 	 
 	 	38990	 	 	 
 	 	39000	 	 	 
 	 	39010	 	 	 
 	 	39020	 	 	 
 	 	39030	 	 	 
 	 	39040	 	 	 
 	 	39050	 	 	 
 	 	39060	 	 	 
 	 	39070	 	 	 
 	 	39080	 	 	 
 	 	39090	 	 	 
 	 	39100	 	 	 
 	 	39110	 	 	 
 	 	39120	 	 	 
 	 	39130	 	 	 
 	 	39140	 	 	 
 	 	39150	 	 	 
 	 	39160	 	 	 
 	 	39170	 	 	 
 	 	39180	 	 	 
 	 	39190	 	 	 
 	 	39200	 	 	 
 	 	39210	 	 	 
 	 	39220	 	 	 
 	 	39230	 	 	 
 	 	39240	 	 	 
 	 	39250	 	 	 
 	 	39260	 	 	 
 	 	39270	 	 	 
 	 	39280	 	 	 
 	 	39290	 	 	 
 	 	39300	 	 	 
 	 	39310	 	 	 
 	 	39320	 	 	 
 	 	39330	 	 	 
 	 	39340	 	 	 
 	 	39350	 	 	 
 	 	39360	 	 	 
 	 	39370	 	 	 
 	 	39380	 	 	 
 	 	39390	 	 	 
 	 	39400	 	 	 
 	 	39410	 	 	 
 	 	39420	 	 	 
 	 	39430	 	 	 
 	 	39440	 	 	 
 	 	39450	 	 	 
 	 	39460	 	 	 
 	 	39470	 	 	 
 	 	39480	 	 	 
 	 	39490	 	 	 
 	 	39500	 	 	 
 	 	39510	 	 	 
 	 	39520	 	 	 
 	 	39530	 	 	 
 	 	39540	 	 	 
 	 	39550	 	 	 
 	 	39560	 	 	 
 	 	39570	 	 	 
 	 	39580	 	 	 
 	 	39590	 	 	 
 	 	39600	 	 	 
 	 	39610	 	 	 
 	 	39620	 	 	 
 	 	39630	 	 	 
 	 	39640	 	 	 
 	 	39650	 	 	 
 	 	39660	 	 	 
 	 	39670	 	 	 
 	 	39680	 	 	 
 	 	39690	 	 	 
 	 	39700	 	 	 
 	 	39710	 	 	 
 	 	39720	 	 	 
 	 	39730	 	 	 
 	 	39740	 	 	 
 	 	39750	 	 	 
 	 	39760	 	 	 
 	 	39770	 	 	 
 	 	39780	 	 	 
 	 	39790	 	 	 
 	 	39800	 	 	 
 	 	39810	 	 	 
 	 	39820	 	 	 
 	 	39830	 	 	 
 	 	39840	 	 	 
 	 	39850	 	 	 
 	 	39860	 	 	 
 	 	39870	 	 	 
 	 	39880	 	 	 
 	 	39890	 	 	 
 	 	39900	 	 	 
 	 	39910	 	 	 
 	 	39920	 	 	 
 	 	39930	 	 	 
 	 	39940	 	 	 
 	 	39950	 	 	 
 	 	39960	 	 	 
 	 	39970	 	 	 
 	 	39980	 	 	 
 	 	39990	 	 	 
 	 	40000	 	 	 
 	 	40010	 	 	 
 	 	40020	 	 	 
 	 	40030	 	 	 
 	 	40040	 	 	 
 	 	40050	 	 	 
 	 	40060	 	 	 
 	 	40070	 	 	 
 	 	40080	 	 	 
 	 	40090	 	 	 
 	 	40100	 	 	 
 	 	40110	 	 	 
 	 	40120	 	 	 
 	 	40130	 	 	 
 	 	40140	 	 	 
 	 	40150	 	 	 
 	 	40160	 	 	 
 	 	40170	 	 	 
 	 	40180	 	 	 
 	 	40190	 	 	 
 	 	40200	 	 	 
 	 	40210	 	 	 
 	 	40220	 	 	 
 	 	40230	 	 	 
 	 	40240	 	 	 
 	 	40250	 	 	 
 	 	40260	 	 	 
 	 	40270	 	 	 
 	 	40280	 	 	 
 	 	40290	 	 	 
 	 	40300	 	 	 
 	 	40310	 	 	 
 	 	40320	 	 	 
 	 	40330	 	 	 
 	 	40340	 	 	 
 	 	40350	 	 	 
 	 	40360	 	 	 
 	 	40370	 	 	 
 	 	40380	 	 	 
 	 	40390	 	 	 
 	 	40400	 	 	 
 	 	40410	 	 	 
 	 	40420	 	 	 
 	 	40430	 	 	 
 	 	40440	 	 	 
 	 	40450	 	 	 
 	 	40460	 	 	 
 	 	40470	 	 	 
 	 	40480	 	 	 
 	 	40490	 	 	 
 	 	40500	 	 	 
 	 	40510	 	 	 
 	 	40520	 	 	 
 	 	40530	 	 	 
 	 	40540	 	 	 
 	 	40550	 	 	 
 	 	40560	 	 	 
 	 	40570	 	 	 
 	 	40580	 	 	 
 	 	40590	 	 	 
 	 	40600	 	 	 
 	 	40610	 	 	 
 	 	40620	 	 	 
 	 	40630	 	 	 
 	 	40640	 	 	 
 	 	40650	 	 	 
 	 	40660	 	 	 
 	 	40670	 	 	 
 	 	40680	 	 	 
 	 	40690	 	 	 
 	 	40700	 	 	 
 	 	40710	 	 	 
 	 	40720	 	 	 
 	 	40730	 	 	 
 	 	40740	 	 	 
 	 	40750	 	 	 
 	 	40760	 	 	 
 	 	40770	 	 	 
 	 	40780	 	 	 
 	 	40790	 	 	 
 	 	40800	 	 	 
 	 	40810	 	 	 
 	 	40820	 	 	 
 	 	40830	 	 	 
 	 	40840	 	 	 
 	 	40850	 	 	 
 	 	40860	 	 	 
 	 	40870	 	 	 
 	 	40880	 	 	 
 	 	40890	 	 	 
 	 	40900	 	 	 
 	 	40910	 	 	 
 	 	40920	 	 	 
 	 	40930	 	 	 
 	 	40940	 	 	 
 	 	40950	 	 	 
 	 	40960	 	 	 
 	 	40970	 	 	 
 	 	40980	 	 	 
 	 	40990	 	 	 
 	 	41000	 	 	 
 	 	41010	 	 	 
 	 	41020	 	 	 
 	 	41030	 	 	 
 	 	41040	 	 	 
 	 	41050	 	 	 
 	 	41060	 	 	 
 	 	41070	 	 	 
 	 	41080	 	 	 
 	 	41090	 	 	 
 	 	41100	 	 	 
 	 	41110	 	 	 
 	 	41120	 	 	 
 	 	41130	 	 	 
 	 	41140	 	 	 
 	 	41150	 	 	 
 	 	41160	 	 	 
 	 	41170	 	 	 
 	 	41180	 	 	 
 	 	41190	 	 	 
 	 	41200	 	 	 
 	 	41210	 	 	 
 	 	41220	 	 	 
 	 	41230	 	 	 
 	 	41240	 	 	 
 	 	41250	 	 	 
 	 	41260	 	 	 
 	 	41270	 	 	 
 	 	41280	 	 	 
 	 	41290	 	 	 
 	 	41300	 	 	 
 	 	41310	 	 	 
 	 	41320	 	 	 
 	 	41330	 	 	 
 	 	41340	 	 	 
 	 	41350	 	 	 
 	 	41360	 	 	 
 	 	41370	 	 	 
 	 	41380	 	 	 
 	 	41390	 	 	 
 	 	41400	 	 	 
 	 	41410	 	 	 
 	 	41420	 	 	 
 	 	41430	 	 	 
 	 	41440	 	 	 
 	 	41450	 	 	 
 	 	41460	 	 	 
 	 	41470	 	 	 
 	 	41480	 	 	 
 	 	41490	 	 	 
 	 	41500	 	 	 
 	 	41510	 	 	 
 	 	41520	 	 	 
 	 	41530	 	 	 
 	 	41540	 	 	 
 	 	41550	 	 	 
 	 	41560	 	 	 
 	 	41570	 	 	 
 	 	41580	 	 	 
 	 	41590	 	 	 
 	 	41600	 	 	 
 	 	41610	 	 	 
 	 	41620	 	 	 
 	 	41630	 	 	 
 	 	41640	 	 	 
 	 	41650	 	 	 
 	 	41660	 	 	 
 	 	41670	 	 	 
 	 	41680	 	 	 
 	 	41690	 	 	 
 	 	41700	 	 	 
 	 	41710	 	 	 
 	 	41720	 	 	 
 	 	41730	 	 	 
 	 	41740	 	 	 
 	 	41750	 	 	 
 	 	41760	 	 	 
 	 	41770	 	 	 
 	 	41780	 	 	 
 	 	41790	 	 	 
 	 	41800	 	 	 
 	 	41810	 	 	 
 	 	41820	 	 	 
 	 	41830	 	 	 
 	 	41840	 	 	 
 	 	41850	 	 	 
 	 	41860	 	 	 
 	 	41870	 	 	 
 	 	41880	 	 	 
 	 	41890	 	 	 
 	 	41900	 	 	 
 	 	41910	 	 	 
 	 	41920	 	 	 
 	 	41930	 	 	 
 	 	41940	 	 	 
 	 	41950	 	 	 
 	 	41960	 	 	 
 	 	41970	 	 	 
 	 	41980	 	 	 
 	 	41990	 	 	 
 	 	42000	 	 	 
 	 	42010	 	 	 
 	 	42020	 	 	 
 	 	42030	 	 	 
 	 	42040	 	 	 
 	 	42050	 	 	 
 	 	42060	 	 	 
 	 	42070	 	 	 
 	 	42080	 	 	 
 	 	42090	 	 	 
 	 	42100	 	 	 
 	 	42110	 	 	 
 	 	42120	 	 	 
 	 	42130	 	 	 
 	 	42140	 	 	 
 	 	42150	 	 	 
 	 	42160	 	 	 
 	 	42170	 	 	 
 	 	42180	 	 	 
 	 	42190	 	 	 
 	 	42200	 	 	 
 	 	42210	 	 	 
 	 	42220	 	 	 
 	 	42230	 	 	 
 	 	42240	 	 	 
 	 	42250	 	 	 
 	 	42260	 	 	 
 	 	42270	 	 	 
 	 	42280	 	 	 
 	 	42290	 	 	 
 	 	42300	 	 	 
 	 	42310	 	 	 
 	 	42320	 	 	 
 	 	42330	 	 	 
 	 	42340	 	 	 
 	 	42350	 	 	 
 	 	42360	 	 	 
 	 	42370	 	 	 
 	 	42380	 	 	 
 	 	42390	 	 	 
 	 	42400	 	 	 
 	 	42410	 	 	 
 	 	42420	 	 	 
 	 	42430	 	 	 
 	 	42440	 	 	 
 	 	42450	 	 	 
 	 	42460	 	 	 
 	 	42470	 	 	 
 	 	42480	 	 	 
 	 	42490	 	 	 
 	 	42500	 	 	 
 	 	42510	 	 	 
 	 	42520	 	 	 
 	 	42530	 	 	 
 	 	42540	 	 	 
 	 	42550	 	 	 
 	 	42560	 	 	 
 	 	42570	 	 	 
 	 	42580	 	 	 
 	 	42590	 	 	 
 	 	42600	 	 	 
 	 	42610	 	 	 
 	 	42620	 	 	 
 	 	42630	 	 	 
 	 	42640	 	 	 
 	 	42650	 	 	 
 	 	42660	 	 	 
 	 	42670	 	 	 
 	 	42680	 	 	 
 	 	42690	 	 	 
 	 	42700	 	 	 
 	 	42710	 	 	 
 	 	42720	 	 	 
 	 	42730	 	 	 
 	 	42740	 	 	 
 	 	42750	 	 	 
 	 	42760	 	 	 
 	 	42770	 	 	 
 	 	42780	 	 	 
 	 	42790	 	 	 
 	 	42800	 	 	 
 	 	42810	 	 	 
 	 	42820	 	 	 
 	 	42830	 	 	 
 	 	42840	 	 	 
 	 	42850	 	 	 
 	 	42860	 	 	 
 	 	42870	 	 	 
 	 	42880	 	 	 
 	 	42890	 	 	 
 	 	42900	 	 	 
 	 	42910	 	 	 
 	 	42920	 	 	 
 	 	42930	 	 	 
 	 	42940	 	 	 
 	 	42950	 	 	 
 	 	42960	 	 	 
 	 	42970	 	 	 
 	 	42980	 	 	 
 	 	42990	 	 	 
 	 	43000	 	 	 
 	 	43010	 	 	 
 	 	43020	 	 	 
 	 	43030	 	 	 
 	 	43040	 	 	 
 	 	43050	 	 	 
 	 	43060	 	 	 
 	 	43070	 	 	 
 	 	43080	 	 	 
 	 	43090	 	 	 
 	 	43100	 	 	 
 	 	43110	 	 	 
 	 	43120	 	 	 
 	 	43130	 	 	 
 	 	43140	 	 	 
 	 	43150	 	 	 
 	 	43160	 	 	 
 	 	43170	 	 	 
 	 	43180	 	 	 
 	 	43190	 	 	 
 	 	43200	 	 	 
 	 	43210	 	 	 
 	 	43220	 	 	 
 	 	43230	 	 	 
 	 	43240	 	 	 
 	 	43250	 	 	 
 	 	43260	 	 	 
 	 	43270	 	 	 
 	 	43280	 	 	 
 	 	43290	 	 	 
 	 	43300	 	 	 
 	 	43310	 	 	 
 	 	43320	 	 	 
 	 	43330	 	 	 
 	 	43340	 	 	 
 	 	43350	 	 	 
 	 	43360	 	 	 
 	 	43370	 	 	 
 	 	43380	 	 	 
 	 	43390	 	 	 
 	 	43400	 	 	 
 	 	43410	 	 	 
 	 	43420	 	 	 
 	 	43430	 	 	 
 	 	43440	 	 	 
 	 	43450	 	 	 
 	 	43460	 	 	 
 	 	43470	 	 	 
 	 	43480	 	 	 
 	 	43490	 	 	 
 	 	43500	 	 	 
 	 	43510	 	 	 
 	 	43520	 	 	 
 	 	43530	 	 	 
 	 	43540	 	 	 
 	 	43550	 	 	 
 	 	43560	 	 	 
 	 	43570	 	 	 
 	 	43580	 	 	 
 	 	43590	 	 	 
 	 	43600	 	 	 
 	 	43610	 	 	 
 	 	43620	 	 	 
 	 	43630	 	 	 
 	 	43640	 	 	 
 	 	43650	 	 	 
 	 	43660	 	 	 
 	 	43670	 	 	 
 	 	43680	 	 	 
 	 	43690	 	 	 
 	 	43700	 	 	 
 	 	43710	 	 	 
 	 	43720	 	 	 
 	 	43730	 	 	 
 	 	43740	 	 	 
 	 	43750	 	 	 
 	 	43760	 	 	 
 	 	43770	 	 	 
 	 	43780	 	 	 
 	 	43790	 	 	 
 	 	43800	 	 	 
 	 	43810	 	 	 
 	 	43820	 	 	 
 	 	43830	 	 	 
 	 	43840	 	 	 
 	 	43850	 	 	 
 	 	43860	 	 	 
 	 	43870	 	 	 
 	 	43880	 	 	 
 	 	43890	 	 	 
 	 	43900	 	 	 
 	 	43910	 	 	 
 	 	43920	 	 	 
 	 	43930	 	 	 
 	 	43940	 	 	 
 	 	43950	 	 	 
 	 	43960	 	 	 
 	 	43970	 	 	 
 	 	43980	 	 	 
 	 	43990	 	 	 
 	 	44000	 	 	 
 	 	44010	 	 	 
 	 	44020	 	 	 
 	 	44030	 	 	 
 	 	44040	 	 	 
 	 	44050	 	 	 
 	 	44060	 	 	 
 	 	44070	 	 	 
 	 	44080	 	 	 
 	 	44090	 	 	 
 	 	44100	 	 	 
 	 	44110	 	 	 
 	 	44120	 	 	 
 	 	44130	 	 	 
 	 	44140	 	 	 
 	 	44150	 	 	 
 	 	44160	 	 	 
 	 	44170	 	 	 
 	 	44180	 	 	 
 	 	44190	 	 	 
 	 	44200	 	 	 
 	 	44210	 	 	 
 	 	44220	 	 	 
 	 	44230	 	 	 
 	 	44240	 	 	 
 	 	44250	 	 	 
 	 	44260	 	 	 
 	 	44270	 	 	 
 	 	44280	 	 	 
 	 	44290	 	 	 
 	 	44300	 	 	 
 	 	44310	 	 	 
 	 	44320	 	 	 
 	 	44330	 	 	 
 	 	44340	 	 	 
 	 	44350	 	 	 
 	 	44360	 	 	 
 	 	44370	 	 	 
 	 	44380	 	 	 
 	 	44390	 	 	 
 	 	44400	 	 	 
 	 	44410	 	 	 
 	 	44420	 	 	 
 	 	44430	 	 	 
 	 	44440	 	 	 
 	 	44450	 	 	 
 	 	44460	 	 	 
 	 	44470	 	 	 
 	 	44480	 	 	 
 	 	44490	 	 	 
 	 	44500	 	 	 
 	 	44510	 	 	 
 	 	44520	 	 	 
 	 	44530	 	 	 
 	 	44540	 	 	 
 	 	44550	 	 	 
 	 	44560	 	 	 
 	 	44570	 	 	 
 	 	44580	 	 	 
 	 	44590	 	 	 
 	 	44600	 	 	 
 	 	44610	 	 	 
 	 	44620	 	 	 
 	 	44630	 	 	 
 	 	44640	 	 	 
 	 	44650	 	 	 
 	 	44660	 	 	 
 	 	44670	 	 	 
 	 	44680	 	 	 
 	 	44690	 	 	 
 	 	44700	 	 	 
 	 	44710	 	 	 
 	 	44720	 	 	 
 	 	44730	 	 	 
 	 	44740	 	 	 
 	 	44750	 	 	 
 	 	44760	 	 	 
 	 	44770	 	 	 
 	 	44780	 	 	 
 	 	44790	 	 	 
 	 	44800	 	 	 
 	 	44810	 	 	 
 	 	44820	 	 	 
 	 	44830	 	 	 
 	 	44840	 	 	 
 	 	44850	 	 	 
 	 	44860	 	 	 
 	 	44870	 	 	 
 	 	44880	 	 	 
 	 	44890	 	 	 
 	 	44900	 	 	 
 	 	44910	 	 	 
 	 	44920	 	 	 
 	 	44930	 	 	 
 	 	44940	 	 	 
 	 	44950	 	 	 
 	 	44960	 	 	 
 	 	44970	 	 	 
 	 	44980	 	 	 
 	 	44990	 	 	 
 	 	45000	 	 	 
 	 	45010	 	 	 
 	 	45020	 	 	 
 	 	45030	 	 	 
 	 	45040	 	 	 
 	 	45050	 	 	 
 	 	45060	 	 	 
 	 	45070	 	 	 
 	 	45080	 	 	 
 	 	45090	 	 	 
 	 	45100	 	 	 
 	 	45110	 	 	 
 	 	45120	 	 	 
 	 	45130	 	 	 
 	 	45140	 	 	 
 	 	45150	 	 	 
 	 	45160	 	 	 
 	 	45170	 	 	 
 	 	45180	 	 	 
 	 	45190	 	 	 
 	 	45200	 	 	 
 	 	45210	 	 	 
 	 	45220	 	 	 
 	 	45230	 	 	 
 	 	45240	 	 	 
 	 	45250	 	 	 
 	 	45260	 	 	 
 	 	45270	 	 	 
 	 	45280	 	 	 
 	 	45290	 	 	 
 	 	45300	 	 	 
 	 	45310	 	 	 
 	 	45320	 	 	 
 	 	45330	 	 	 
 	 	45340	 	 	 
 	 	45350	 	 	 
 	 	45360	 	 	 
 	 	45370	 	 	 
 	 	45380	 	 	 
 	 	45390	 	 	 
 	 	45400	 	 	 
 	 	45410	 	 	 
 	 	45420	 	 	 
 	 	45430	 	 	 
 	 	45440	 	 	 
 	 	45450	 	 	 
 	 	45460	 	 	 
 	 	45470	 	 	 
 	 	45480	 	 	 
 	 	45490	 	 	 
 	 	45500	 	 	 
 	 	45510	 	 	 
 	 	45520	 	 	 
 	 	45530	 	 	 
 	 	45540	 	 	 
 	 	45550	 	 	 
 	 	45560	 	 	 
 	 	45570	 	 	 
 	 	45580	 	 	 
 	 	45590	 	 	 
 	 	45600	 	 	 
 	 	45610	 	 	 
 	 	45620	 	 	 
 	 	45630	 	 	 
 	 	45640	 	 	 
 	 	45650	 	 	 
 	 	45660	 	 	 
 	 	45670	 	 	 
 	 	45680	 	 	 
 	 	45690	 	 	 
 	 	45700	 	 	 
 	 	45710	 	 	 
 	 	45720	 	 	 
 	 	45730	 	 	 
 	 	45740	 	 	 
 	 	45750	 	 	 
 	 	45760	 	 	 
 	 	45770	 	 	 
 	 	45780	 	 	 
 	 	45790	 	 	 
 	 	45800	 	 	 
 	 	45810	 	 	 
 	 	45820	 	 	 
 	 	45830	 	 	 
 	 	45840	 	 	 
 	 	45850	 	 	 
 	 	45860	 	 	 
 	 	45870	 	 	 
 	 	45880	 	 	 
 	 	45890	 	 	 
 	 	45900	 	 	 
 	 	45910	 	 	 
 	 	45920	 	 	 
 	 	45930	 	 	 
 	 	45940	 	 	 
 	 	45950	 	 	 
 	 	45960	 	 	 
 	 	45970	 	 	 
 	 	45980	 	 	 
 	 	45990	 	 	 
 	 	46000	 	 	 
 	 	46010	 	 	 
 	 	46020	 	 	 
 	 	46030	 	 	 
 	 	46040	 	 	 
 	 	46050	 	 	 
 	 	46060	 	 	 
 	 	46070	 	 	 
 	 	46080	 	 	 
 	 	46090	 	 	 
 	 	46100	 	 	 
 	 	46110	 	 	 
 	 	46120	 	 	 
 	 	46130	 	 	 
 	 	46140	 	 	 
 	 	46150	 	 	 
 	 	46160	 	 	 
 	 	46170	 	 	 
 	 	46180	 	 	 
 	 	46190	 	 	 
 	 	46200	 	 	 
 	 	46210	 	 	 
 	 	46220	 	 	 
 	 	46230	 	 	 
 	 	46240	 	 	 
 	 	46250	 	 	 
 	 	46260	 	 	 
 	 	46270	 	 	 
 	 	46280	 	 	 
 	 	46290	 	 	 
 	 	46300	 	 	 
 	 	46310	 	 	 
 	 	46320	 	 	 
 	 	46330	 	 	 
 	 	46340	 	 	 
 	 	46350	 	 	 
 	 	46360	 	 	 
 	 	46370	 	 	 
 	 	46380	 	 	 
 	 	46390	 	 	 
 	 	46400	 	 	 
 	 	46410	 	 	 
 	 	46420	 	 	 
 	 	46430	 	 	 
 	 	46440	 	 	 
 	 	46450	 	 	 
 	 	46460	 	 	 
 	 	46470	 	 	 
 	 	46480	 	 	 
 	 	46490	 	 	 
 	 	46500	 	 	 
 	 	46510	 	 	 
 	 	46520	 	 	 
 	 	46530	 	 	 
 	 	46540	 	 	 
 	 	46550	 	 	 
 	 	46560	 	 	 
 	 	46570	 	 	 
 	 	46580	 	 	 
 	 	46590	 	 	 
 	 	46600	 	 	 
 	 	46610	 	 	 
 	 	46620	 	 	 
 	 	46630	 	 	 
 	 	46640	 	 	 
 	 	46650	 	 	 
 	 	46660	 	 	 
 	 	46670	 	 	 
 	 	46680	 	 	 
 	 	46690	 	 	 
 	 	46700	 	 	 
 	 	46710	 	 	 
 	 	46720	 	 	 
 	 	46730	 	 	 
 	 	46740	 	 	 
 	 	46750	 	 	 
 	 	46760	 	 	 
 	 	46770	 	 	 
 	 	46780	 	 	 
 	 	46790	 	 	 
 	 	46800	 	 	 
 	 	46810	 	 	 
 	 	46820	 	 	 
 	 	46830	 	 	 
 	 	46840	 	 	 
 	 	46850	 	 	 
 	 	46860	 	 	 
 	 	46870	 	 	 
 	 	46880	 	 	 
 	 	46890	 	 	 
 	 	46900	 	 	 
 	 	46910	 	 	 
 	 	46920	 	 	 
 	 	46930	 	 	 
 	 	46940	 	 	 
 	 	46950	 	 	 
 	 	46960	 	 	 
 	 	46970	 	 	 
 	 	46980	 	 	 
 	 	46990	 	 	 
 	 	47000	 	 	 
